year,tmID,confID,rank,playoff,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,homeW,homeL,awayW,awayL,confW,confL,min,wonPost,lostPost,wonPointsPost,lostPointsPost,awards_players,awards_coaches,offensive_efficiency,defensive_efficiency,play_percent,factors4,possession,opponent_possession,avg_pie,avg_per,avg_height,avg_weight,per_o_fgm,per_o_ftm,per_o_3pm,per_d_fgm,per_d_ftm,per_d_3pm
2,WAS,EA,4.0,N,300.0,646.0,521.0,597.0,245.0,506.0,126.0,2176.0,299.0,612.0,513.0,595.0,261.0,456.0,102.0,2221.0,0.44,0.56,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,0,2,0,0,0,0,15.51,12.46,0.25,332.96,2182.39,2185.15,0.0,0.0,0.0,0.0,0.46,0.7,0.33,0.45,0.69,0.38
3,WAS,EA,8.0,Y,356.0,699.0,424.0,537.0,257.0,495.0,127.0,1928.0,331.0,737.0,487.0,543.0,261.0,454.0,103.0,2075.0,0.31,0.69,8.0,8.0,2.0,14.0,4.0,17.0,6500.0,0,0,0,0,0,0,-20.46,-29.01,0.21,295.75,2184.73,2182.54,0.16499999999999998,22.329884597901348,73.375,175.0,0.39,0.66,0.28,0.41,0.74,0.36
4,WAS,EA,3.0,N,330.0,708.0,516.0,583.0,221.0,455.0,94.0,2135.0,309.0,680.0,442.0,570.0,237.0,441.0,101.0,2116.0,0.53,0.47,9.0,7.0,8.0,8.0,12.0,9.0,6450.0,3,2,2,1,1,1,-98.48,62.75,0.24,322.55,2155.51,2180.85,0.1225,16.391766342986795,71.7,168.1,0.42,0.75,0.37,0.41,0.74,0.33
5,WAS,EA,7.0,Y,382.0,703.0,568.0,676.0,213.0,462.0,99.0,2330.0,334.0,781.0,591.0,565.0,251.0,468.0,119.0,2498.0,0.26,0.74,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,0,0,0,0,0,0,68.37,25.48,0.24,358.55,2394.32,2372.2,0.11600000000000002,22.321666767482164,70.27272727272727,153.45454545454547,0.41,0.75,0.31,0.45,0.74,0.35
6,WAS,EA,4.0,N,337.0,726.0,467.0,652.0,255.0,424.0,128.0,2325.0,336.0,770.0,534.0,627.0,237.0,492.0,111.0,2384.0,0.5,0.5,11.0,6.0,6.0,11.0,9.0,11.0,6850.0,1,2,0,1,0,0,23.06,39.84,0.24,349.34,2367.21,2372.01,0.1575,23.144806911483727,72.0,159.5,0.42,0.72,0.37,0.43,0.74,0.34
7,WAS,EA,5.0,Y,266.0,677.0,517.0,697.0,260.0,435.0,76.0,2263.0,267.0,757.0,545.0,638.0,205.0,504.0,108.0,2305.0,0.47,0.53,10.0,7.0,6.0,11.0,9.0,11.0,6900.0,0,0,0,0,1,0,15.69,24.49,0.25,338.94,2282.15,2298.36,0.10250000000000001,18.293489848331976,71.9,160.7,0.43,0.71,0.35,0.44,0.75,0.35
8,WAS,EA,4.0,N,330.0,770.0,576.0,784.0,306.0,541.0,113.0,2747.0,321.0,720.0,583.0,687.0,252.0,573.0,89.0,2657.0,0.53,0.47,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,0,2,0,0,0,0,11.91,10.96,0.26,406.56,2615.62,2619.3,0.086,18.272192528958705,71.875,167.375,0.46,0.74,0.36,0.43,0.75,0.37
9,WAS,EA,5.0,N,335.0,783.0,472.0,763.0,282.0,571.0,133.0,2585.0,383.0,825.0,549.0,762.0,256.0,579.0,103.0,2639.0,0.47,0.53,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,0,0,0,0,0,0,20.17,38.56,0.23,350.96,2664.15,2653.86,0.126,21.910974252244785,72.07692307692308,169.3846153846154,0.4,0.8,0.31,0.42,0.77,0.34
10,WAS,EA,6.0,Y,362.0,770.0,483.0,757.0,241.0,637.0,93.0,2368.0,306.0,787.0,542.0,708.0,314.0,530.0,146.0,2601.0,0.29,0.71,6.0,11.0,4.0,13.0,6.0,14.0,6825.0,0,0,0,0,0,0,55.12,15.26,0.23,354.16,2588.12,2548.22,0.11200000000000002,24.76659933252415,70.84615384615384,163.92307692307693,0.42,0.66,0.35,0.44,0.74,0.34
11,WAS,EA,4.0,0,388.0,803.0,453.0,725.0,314.0,607.0,118.0,2585.0,322.0,789.0,524.0,778.0,315.0,576.0,156.0,2622.0,0.47,0.53,11.0,6.0,5.0,12.0,10.0,12.0,6875.0,0,2,0,0,1,0,24.41,15.78,0.23,373.37,2676.36,2659.39,0.10400000000000001,19.49987225890559,72.38461538461539,176.15384615384616,0.42,0.7,0.33,0.43,0.75,0.34
